0,0,1,0,1,0,-1,0,0,0,0,0.5,0
-1.2033e-06,0,1,0,1,0,-1,0,-1.2033e-06,2.3292e-06,7.6604e-07,0.5,0
-4.8108e-06,0,1,0,1,0,-1,0,-4.8108e-06,9.3122e-06,3.0627e-06,0.5,0
-1.0819e-05,0,1,0,1,0,-1,0,-1.0819e-05,2.0942e-05,6.8877e-06,0.5,0
-1.9225e-05,0,1,0,1,0,-1,0,-1.9225e-05,3.7213e-05,1.2239e-05,0.50001,0
-3.0025e-05,0,1,0,1,0,-1,0,-3.0025e-05,5.8118e-05,1.9114e-05,0.50001,0
-4.3215e-05,0,1,0,1,0,-1,0,-4.3215e-05,8.365e-05,2.7512e-05,0.50002,0
-5.8792e-05,0,1,0,1,0,-1,0,-5.8792e-05,0.0001138,3.7428e-05,0.50003,0
-7.6753e-05,0,1,0,1,0,-1,0,-7.6753e-05,0.00014857,4.8863e-05,0.50003,0
-9.7094e-05,0,1,0,1,0,-1,0,-9.7094e-05,0.00018794,6.1812e-05,0.50004,0
-0.00011981,0,1,0,1,0,-1,0,-0.00011981,0.00023192,7.6275e-05,0.50005,0
-0.0001449,0,1,0,1,0,-1,0,-0.0001449,0.00028049,9.2248e-05,0.50006,0
-0.00017236,0,1,0,1,0,-1,0,-0.00017236,0.00033365,0.00010973,0.50008,0
-0.00020219,0,1,0,1,0,-1,0,-0.00020219,0.00039138,0.00012872,0.50009,0
-0.00023438,0,1,0,1,0,-1,0,-0.00023438,0.0004537,0.00014921,0.50011,0
-0.00026893,0,1,0,1,0,-1,0,-0.00026893,0.00052058,0.00017121,0.50012,0
-0.00030584,0,1,0,1,0,-1,0,-0.00030584,0.00059202,0.0001947,0.50014,0
-0.0003451,0,1,0,1,0,-1,0,-0.0003451,0.00066802,0.0002197,0.50015,0
-0.0003867,0,1,0,1,0,-1,0,-0.0003867,0.00074856,0.00024618,0.50017,0
-0.00043066,0,1,0,1,0,-1,0,-0.00043066,0.00083365,0.00027417,0.50019,0
-0.00047695,0,1,0,1,0,-1,0,-0.00047695,0.00092327,0.00030364,0.50021,0
-0.00052559,0,1,0,1,0,-1,0,-0.00052559,0.0010174,0.0003346,0.50024,0
-0.00057656,0,1,0,1,0,-1,0,-0.00057656,0.0011161,0.00036705,0.50026,0
-0.00062986,0,1,0,1,0,-1,0,-0.00062986,0.0012193,0.00040098,0.50028,0
-0.00068549,0,1,0,1,0,-1,0,-0.00068549,0.001327,0.0004364,0.50031,0
-0.00074345,0,1,0,1,0,-1,0,-0.00074345,0.0014392,0.00047329,0.50033,0
-0.00080373,0,1,0,1,0,-1,0,-0.00080373,0.0015559,0.00051167,0.50036,0
-0.00086632,0,1,0,1,0,-1,0,-0.00086632,0.0016771,0.00055152,0.50039,0
-0.00093123,0,1,0,1,0,-1,0,-0.00093123,0.0018027,0.00059284,0.50042,0
-0.00099845,0,1,0,1,0,-1,0,-0.00099845,0.0019329,0.00063564,0.50045,0
-0.001068,0,1,0,1,0,-1,0,-0.001068,0.0020675,0.0006799,0.50048,0
-0.0011398,0,1,0,1,0,-1,0,-0.0011398,0.0022066,0.00072563,0.50051,0
-0.001214,0,1,0,1,0,-1,0,-0.001214,0.0023501,0.00077283,0.50054,0
-0.0012904,0,1,0,1,0,-1,0,-0.0012904,0.0024981,0.00082149,0.50058,0
-0.0013691,0,1,0,1,0,-1,0,-0.0013691,0.0026506,0.0008716,0.50061,0
-0.0014501,0,1,0,1,0,-1,0,-0.0014501,0.0028074,0.00092318,0.50065,0
-0.0015334,0,1,0,1,0,-1,0,-0.0015334,0.0029687,0.00097622,0.50069,0
-0.001619,0,1,0,1,0,-1,0,-0.001619,0.0031345,0.0010307,0.50072,0
-0.0017069,0,1,0,1,0,-1,0,-0.0017069,0.0033046,0.0010866,0.50076,0
-0.001797,0,1,0,1,0,-1,0,-0.001797,0.0034792,0.001144,0.5008,0
-0.0018895,0,1,0,1,0,-1,0,-0.0018895,0.0036581,0.0012029,0.50084,0
-0.0019841,0,1,0,1,0,-1,0,-0.0019841,0.0038415,0.0012631,0.50089,0
-0.0020811,0,1,0,1,0,-1,0,-0.0020811,0.0040293,0.0013249,0.50093,0
-0.0021803,0,1,0,1,0,-1,0,-0.0021803,0.0042214,0.001388,0.50097,0
-0.0022818,0,1,0,1,0,-1,0,-0.0022818,0.004418,0.0014526,0.50102,0
-0.0023855,0,1,0,1,0,-1,0,-0.0023855,0.0046189,0.0015187,0.50106,0
-0.0024915,0,1,0,1,0,-1,0,-0.0024915,0.0048241,0.0015862,0.50111,0
-0.0025998,0,1,0,1,0,-1,0,-0.0025998,0.0050338,0.0016551,0.50116,0
-0.0027102,0,1,0,1,0,-1,0,-0.0027102,0.0052478,0.0017254,0.50121,0
-0.002823,0,1,0,1,0,-1,0,-0.002823,0.0054661,0.0017972,0.50126,0
-0.0029379,0,1,0,1,0,-1,0,-0.0029379,0.0056888,0.0018703,0.50131,0
-0.0030551,0,1,0,1,0,-1,0,-0.0030551,0.0059158,0.001945,0.50136,0
-0.0031746,0,0.99999,0,1,0,-0.99999,0,-0.0031746,0.0061471,0.002021,0.50141,0
-0.0032962,0,0.99999,0,1,0,-0.99999,0,-0.0032962,0.0063828,0.0020984,0.50147,0
-0.0034201,0,0.99999,0,1,0,-0.99999,0,-0.0034201,0.0066228,0.0021773,0.50152,0
-0.0035462,0,0.99999,0,1,0,-0.99999,0,-0.0035462,0.0068671,0.0022576,0.50158,0
-0.0036745,0,0.99999,0,1,0,-0.99999,0,-0.0036745,0.0071157,0.0023393,0.50163,0
-0.0038051,0,0.99999,0,1,0,-0.99999,0,-0.0038051,0.0073686,0.0024224,0.50169,0
-0.0039378,0,0.99999,0,1,0,-0.99999,0,-0.0039378,0.0076258,0.0025069,0.50175,0
-0.0040728,0,0.99999,0,1,0,-0.99999,0,-0.0040728,0.0078873,0.0025928,0.50181,0
-0.00421,0,0.99999,0,1,0,-0.99999,0,-0.00421,0.008153,0.0026802,0.50187,0
-0.0043493,0,0.99999,0,1,0,-0.99999,0,-0.0043493,0.0084231,0.0027689,0.50193,0
-0.0044909,0,0.99999,0,1,0,-0.99999,0,-0.0044909,0.0086974,0.002859,0.50199,0
-0.0046347,0,0.99999,0,1,0,-0.99999,0,-0.0046347,0.0089759,0.0029505,0.50206,0
-0.0047806,0,0.99999,0,1,0,-0.99999,0,-0.0047806,0.0092587,0.0030434,0.50212,0
-0.0049287,0,0.99999,0,1,0,-0.99999,0,-0.0049287,0.0095458,0.0031377,0.50219,0
-0.0050791,0,0.99999,0,1,0,-0.99999,0,-0.0050791,0.0098371,0.0032334,0.50225,0
-0.0052316,0,0.99999,0,1,0,-0.99999,0,-0.0052316,0.010133,0.0033305,0.50232,0
-0.0053862,0,0.99999,0,1,0,-0.99999,0,-0.0053862,0.010432,0.003429,0.50239,0
-0.0055431,0,0.99998,0,1,0,-0.99998,0,-0.0055431,0.010736,0.0035289,0.50245,0
-0.0057021,0,0.99998,0,1,0,-0.99998,0,-0.0057021,0.011045,0.0036301,0.50252,0
-0.0058633,0,0.99998,0,1,0,-0.99998,0,-0.0058633,0.011357,0.0037327,0.50259,0
-0.0060266,0,0.99998,0,1,0,-0.99998,0,-0.0060266,0.011674,0.0038367,0.50267,0
-0.0061922,0,0.99998,0,1,0,-0.99998,0,-0.0061922,0.011995,0.0039421,0.50274,0
-0.0063598,0,0.99998,0,1,0,-0.99998,0,-0.0063598,0.01232,0.0040488,0.50281,0
-0.0065296,0,0.99998,0,1,0,-0.99998,0,-0.0065296,0.012649,0.0041569,0.50289,0
-0.0067016,0,0.99998,0,1,0,-0.99998,0,-0.0067016,0.012982,0.0042664,0.50296,0
-0.0068757,0,0.99998,0,1,0,-0.99998,0,-0.0068757,0.01332,0.0043773,0.50304,0
-0.007052,0,0.99998,0,1,0,-0.99998,0,-0.007052,0.013661,0.0044895,0.50311,0
-0.0072304,0,0.99997,0,1,0,-0.99997,0,-0.0072304,0.014007,0.004603,0.50319,0
-0.0074109,0,0.99997,0,1,0,-0.99997,0,-0.0074109,0.014357,0.004718,0.50327,0
-0.0075936,0,0.99997,0,1,0,-0.99997,0,-0.0075936,0.014711,0.0048343,0.50335,0
-0.0077784,0,0.99997,0,1,0,-0.99997,0,-0.0077784,0.01507,0.0049519,0.50343,0
