0.19629,0.46921,-0.047078,0.01807,-0.21051,-0.11936
-0.091169,-0.13656,-0.074618,-0.05905,0.078061,0.04379
0.020155,0.045345,0.013037,0.014107,0.022309,0.095198
-0.0067206,-0.013795,-0.0046117,-0.0015726,0.028912,0.094622
0.0018469,0.0037238,0.0014221,-0.00034853,0.022071,0.088683
-0.0006795,-0.0015799,-0.00032149,0.00030087,0.021013,0.092603
8.3845e-05,-1.0957e-05,0.00020804,-0.0001505,0.019254,0.091148
-0.00014502,-0.00050321,4.95e-05,8.065e-05,0.018391,0.091942
-7.6133e-05,-0.00037653,9.7075e-05,-1.2005e-05,0.017717,0.09181
-9.6731e-05,-0.00043557,8.2708e-05,2.6005e-05,0.017295,0.091999
-9.0449e-05,-0.00043882,8.6939e-05,1.3946e-05,0.017005,0.092059
-9.2242e-05,-0.00045876,8.5584e-05,1.9726e-05,0.016815,0.092157
-9.161e-05,-0.00047365,8.5907e-05,1.889e-05,0.01669,0.092238
-9.1706e-05,-0.00049001,8.5726e-05,2.001e-05,0.01661,0.092325
-9.1584e-05,-0.00050588,8.5697e-05,2.0144e-05,0.016559,0.092412
-9.1527e-05,-0.00052185,8.5622e-05,2.0285e-05,0.016529,0.092502
-9.1451e-05,-0.00053774,8.556e-05,9.1143e-05,-0.005093,-0.029409
-9.138e-05,-0.00055361,8.5495e-05,-0.01287,0.0013715,0.012776
-9.1308e-05,-0.00056943,8.5431e-05,-0.00050201,0.0011391,-0.0015155
-9.1237e-05,-0.00058523,8.5367e-05,0.00026105,0.00089742,-0.0010842
-9.1165e-05,-0.00060099,8.5303e-05,4.5057e-05,0.00069922,-0.0014169
-9.1094e-05,-0.00061671,8.5238e-05,0.0001141,0.00054084,-0.0013242
-9.1022e-05,-0.00063239,8.5174e-05,9.7473e-05,0.0004138,-0.001381
-9.0951e-05,-0.00064804,8.511e-05,0.00010653,0.00031194,-0.00139
-9.088e-05,-0.00066366,8.5046e-05,0.00010785,0.00023026,-0.0014134
-9.0808e-05,-0.00067924,8.4982e-05,0.00011149,0.00016477,-0.0014322
-9.0737e-05,-0.00069478,8.4918e-05,0.00011441,0.00011227,-0.0014522
-9.0666e-05,-0.00071028,8.4854e-05,0.00011754,7.018e-05,-0.0014717
-9.0595e-05,-0.00072576,8.4791e-05,0.00012059,3.6449e-05,-0.0014912
-9.0524e-05,-0.00074119,8.4727e-05,0.00012366,9.4264e-06,-0.0015105
-9.0453e-05,-0.00075659,8.4663e-05,0.00012671,-1.2213e-05,-0.0015298
-9.0382e-05,-0.00077195,8.4599e-05,0.00012975,-2.9531e-05,-0.0015489
-9.0311e-05,-0.00078728,8.4536e-05,0.00013284,-0.0001268,-0.0016035
-9.0241e-05,-0.00080257,8.4472e-05,0.00013597,-9.7492e-05,-0.0016131
-9.017e-05,-0.00081783,8.4409e-05,0.00013893,-0.00010619,-0.0016361
-9.0099e-05,-0.00083305,8.4345e-05,0.00014198,-0.00010347,-0.001655
-9.0029e-05,-0.00084824,8.4282e-05,0.00014498,-0.00010419,-0.0016751
-8.9958e-05,-0.00086339,8.4218e-05,0.00014798,-0.00010387,-0.0016948
-8.9888e-05,-0.0008785,8.4155e-05,0.00015098,-0.00010386,-0.0017145
-8.9817e-05,-0.00089358,8.4091e-05,0.00015397,-0.00010376,-0.0017342
-8.9747e-05,-0.00090863,8.4028e-05,0.00015695,-0.00010369,-0.0017538
-8.9677e-05,-0.00092363,8.3965e-05,0.00015992,-0.00010361,-0.0017734
-8.9606e-05,-0.00093861,8.3902e-05,0.00016289,-0.00010354,-0.0017929
-8.9536e-05,-0.00095355,8.3838e-05,0.00016584,-0.00010346,-0.0018124
-8.9466e-05,-0.00096845,8.3775e-05,0.00016879,-0.00010338,-0.0018318
-8.9396e-05,-0.00098332,8.3712e-05,0.00017174,-0.0001033,-0.0018512
-8.9326e-05,-0.00099815,8.3649e-05,0.00017467,-0.00010322,-0.0018705
-8.9256e-05,-0.0010129,8.3586e-05,0.0001776,-0.00010315,-0.0018898
-8.9186e-05,-0.0010277,8.3523e-05,0.00018052,-0.00010307,-0.0019091
-8.9116e-05,-0.0010424,8.346e-05,0.00018344,-0.00010299,-0.0019282
-8.9046e-05,-0.0010571,8.3397e-05,0.00018634,-0.00010291,-0.0019474
-8.8977e-05,-0.0010718,8.3335e-05,0.00018924,-0.00010283,-0.0019665
-8.8907e-05,-0.0010864,8.3272e-05,0.00019213,-0.00010276,-0.0019855
-8.8837e-05,-0.001101,8.3209e-05,0.00019501,-0.00010268,-0.0020046
-8.8768e-05,-0.0011155,8.3146e-05,0.00019789,-0.0001026,-0.0020235
-8.8698e-05,-0.0011301,8.3084e-05,0.00020076,-0.00010252,-0.0020424
-8.8629e-05,-0.0011445,8.3021e-05,0.00020362,-0.00010245,-0.0020613
-8.856e-05,-0.001159,8.2959e-05,0.00020647,-0.00010237,-0.0020801
-8.849e-05,-0.0011734,8.2896e-05,0.00020931,-0.00010229,-0.0020989
-8.8421e-05,-0.0011878,8.2834e-05,0.00021215,-0.00010222,-0.0021176
-8.8352e-05,-0.0012021,8.2771e-05,0.00021498,-0.00010214,-0.0021363
-8.8283e-05,-0.0012164,8.2709e-05,0.0002178,-0.00010206,-0.0021549
-8.8213e-05,-0.0012307,8.2647e-05,0.00022062,-0.00010198,-0.0021735
-8.8144e-05,-0.0012449,8.2584e-05,0.00022342,-0.00010191,-0.002192
-8.8075e-05,-0.0012591,8.2522e-05,0.00022622,-0.00010183,-0.0022105
-8.8007e-05,-0.0012733,8.246e-05,0.00022901,-0.00010175,-0.002229
-8.7938e-05,-0.0012874,8.2398e-05,0.00023179,-0.00010168,-0.0022474
-8.7869e-05,-0.0013015,8.2336e-05,0.00023457,-0.0001016,-0.0022657
-8.78e-05,-0.0013156,8.2273e-05,0.00023733,-0.00010152,-0.002284
-8.7731e-05,-0.0013296,8.2211e-05,0.00024009,-0.00010145,-0.0023023
-8.7663e-05,-0.0013436,8.2149e-05,0.00024284,-0.00010137,-0.0023205
-8.7594e-05,-0.0013576,8.2088e-05,0.00024558,-0.00010129,-0.0023387
-8.7526e-05,-0.0013715,8.2026e-05,0.00024832,-0.00010122,-0.0023568
-8.7457e-05,-0.0013854,8.1964e-05,0.00025105,-0.00010114,-0.0023749
-8.7389e-05,-0.0013992,8.1902e-05,0.00025377,-0.00010106,-0.0023929
-8.732e-05,-0.0014131,8.184e-05,0.00025648,-0.00010099,-0.0024109
-8.7252e-05,-0.0014268,8.1778e-05,0.00025918,-0.00010091,-0.0024288
-8.7184e-05,-0.0014406,8.1717e-05,0.00026188,-0.00010083,-0.0024467
-8.7116e-05,-0.0014543,8.1655e-05,0.00026457,-0.00010076,-0.0024646
-8.7048e-05,-0.001468,8.1594e-05,0.00026726,-0.00010068,-0.0024824
-8.6979e-05,-0.0014816,8.1532e-05,0.00026993,-0.00010061,-0.0025001
-8.6911e-05,-0.0014953,8.1471e-05,0.00027261,-0.00010053,-0.0025178
-8.6844e-05,-0.0015088,8.1409e-05,0.00027528,-0.00010045,-0.0025355
-8.6776e-05,-0.0015224,8.1348e-05,0.00027794,-0.00010038,-0.0025531
-8.6708e-05,-0.0015359,8.1286e-05,0.0002806,-0.0001003,-0.0025707
-8.664e-05,-0.0015494,8.1225e-05,0.00028326,-0.00010022,-0.0025882
-8.6572e-05,-0.0015628,8.1164e-05,0.00028592,-0.00010015,-0.0026057
-8.6505e-05,-0.0015762,8.1102e-05,0.00028858,-0.00010007,-0.0026232
-8.6437e-05,-0.0015896,8.1041e-05,0.00029124,-9.9996e-05,-0.0026406
-8.6369e-05,-0.0016029,8.098e-05,0.0002939,-9.992e-05,-0.002658
-8.6302e-05,-0.0016163,8.0919e-05,0.00029656,-9.9844e-05,-0.0026753
-8.6234e-05,-0.0016295,8.0858e-05,0.00029923,-9.9768e-05,-0.0026926
-8.6167e-05,-0.0016428,8.0797e-05,0.0003019,-9.9692e-05,-0.0027098
-8.61e-05,-0.001656,8.0736e-05,0.00030457,-9.9616e-05,-0.0027271
-8.6032e-05,-0.0016691,8.0675e-05,0.00030725,-9.954e-05,-0.0027442
-8.5965e-05,-0.0016823,8.0614e-05,0.00030993,-9.9464e-05,-0.0027614
-8.5898e-05,-0.0016954,8.0553e-05,0.00031262,-9.9389e-05,-0.0027785
-8.5831e-05,-0.0017085,8.0492e-05,0.0003153,-9.9313e-05,-0.0027955
-8.5764e-05,-0.0017215,8.0432e-05,0.00031798,-9.9237e-05,-0.0028125
-8.5697e-05,-0.0017345,8.0371e-05,0.00032065,-9.9161e-05,-0.0028295
-8.563e-05,-0.0017475,8.031e-05,0.00032332,-9.9086e-05,-0.0028464
-8.5563e-05,-0.0017604,8.0249e-05,0.00032598,-9.901e-05,-0.0028633
-8.5496e-05,-0.0017733,8.0189e-05,0.00032862,-9.8935e-05,-0.0028801
-8.5429e-05,-0.0017862,8.0128e-05,0.00033126,-9.8859e-05,-0.0028969
-8.5362e-05,-0.001799,8.0068e-05,0.00033388,-9.8784e-05,-0.0029136
-8.5296e-05,-0.0018118,8.0007e-05,0.00033649,-9.8709e-05,-0.0029303
-8.5229e-05,-0.0018246,7.9947e-05,0.00033909,-9.8633e-05,-0.0029469
-8.5162e-05,-0.0018373,7.9887e-05,0.00034167,-9.8558e-05,-0.0029635
-8.5096e-05,-0.00185,7.9826e-05,0.00034424,-9.8483e-05,-0.0029801
-8.5029e-05,-0.0018626,7.9766e-05,0.0003468,-9.8408e-05,-0.0029965
-8.4963e-05,-0.0018753,7.9706e-05,0.00034934,-9.8334e-05,-0.003013
-8.4897e-05,-0.0018879,7.9645e-05,0.00035187,-9.8259e-05,-0.0030294
-8.483e-05,-0.0019004,7.9585e-05,0.0003544,-9.8184e-05,-0.0030457
-8.4764e-05,-0.001913,7.9525e-05,0.00035691,-9.8109e-05,-0.003062
-8.4698e-05,-0.0019255,7.9465e-05,0.00035941,-9.8035e-05,-0.0030783
-8.4632e-05,-0.0019379,7.9405e-05,0.00036191,-9.796e-05,-0.0030945
-8.4566e-05,-0.0019504,7.9345e-05,0.00036439,-9.7886e-05,-0.0031107
-8.45e-05,-0.0019628,7.9285e-05,0.00036687,-9.7812e-05,-0.0031268
-8.4434e-05,-0.0019751,7.9225e-05,0.00036933,-9.7737e-05,-0.0031429
-8.4368e-05,-0.0019874,7.9165e-05,0.00037179,-9.7663e-05,-0.0031589
-8.4302e-05,-0.0019997,7.9105e-05,0.00037425,-9.7589e-05,-0.0031749
-8.4236e-05,-0.002012,7.9046e-05,0.00037669,-9.7515e-05,-0.0031908
-8.417e-05,-0.0020242,7.8986e-05,0.00037913,-9.744e-05,-0.0032067
-8.4105e-05,-0.0020364,7.8926e-05,0.00038156,-9.7366e-05,-0.0032226
-8.4039e-05,-0.0020486,7.8866e-05,0.00038398,-9.7292e-05,-0.0032384
-8.3973e-05,-0.0020607,7.8807e-05,0.0003864,-9.7218e-05,-0.0032542
-8.3908e-05,-0.0020728,7.8747e-05,0.00038881,-9.7145e-05,-0.0032699
-8.3842e-05,-0.0020849,7.8688e-05,0.00039121,-9.7071e-05,-0.0032856
-8.3777e-05,-0.0020969,7.8628e-05,0.0003936,-9.6997e-05,-0.0033012
-8.3711e-05,-0.0021089,7.8569e-05,0.00039599,-9.6923e-05,-0.0033168
-8.3646e-05,-0.0021209,7.8509e-05,0.00039837,-9.6849e-05,-0.0033324
-8.3581e-05,-0.0021328,7.845e-05,0.00040075,-9.6776e-05,-0.0033479
-8.3516e-05,-0.0021447,7.8391e-05,0.00040312,-9.6702e-05,-0.0033633
-8.345e-05,-0.0021566,7.8331e-05,0.00040548,-9.6629e-05,-0.0033787
-8.3385e-05,-0.0021684,7.8272e-05,0.00040784,-9.6555e-05,-0.0033941
-8.332e-05,-0.0021802,7.8213e-05,0.00041019,-9.6482e-05,-0.0034094
-8.3255e-05,-0.002192,7.8154e-05,0.00041253,-9.6408e-05,-0.0034247
-8.319e-05,-0.0022037,7.8095e-05,0.00041487,-9.6335e-05,-0.00344
-8.3125e-05,-0.0022154,7.8036e-05,0.0004172,-9.6262e-05,-0.0034552
-8.3061e-05,-0.0022271,7.7976e-05,0.00041952,-9.6188e-05,-0.0034703
-8.2996e-05,-0.0022387,7.7917e-05,0.00042183,-9.6115e-05,-0.0034854
-8.2931e-05,-0.0022503,7.7859e-05,0.00042414,-9.6042e-05,-0.0035005
-8.2866e-05,-0.0022619,7.78e-05,0.00042645,-9.5969e-05,-0.0035155
-8.2802e-05,-0.0022734,7.7741e-05,0.00042875,-9.5896e-05,-0.0035305
-8.2737e-05,-0.0022849,7.7682e-05,0.00043104,-9.5823e-05,-0.0035454
-8.2673e-05,-0.0022964,7.7623e-05,0.00043332,-9.575e-05,-0.0035603
-8.2608e-05,-0.0023079,7.7564e-05,0.0004356,-9.5677e-05,-0.0035752
-8.2544e-05,-0.0023193,7.7506e-05,0.00043787,-9.5604e-05,-0.00359
-8.2479e-05,-0.0023306,7.7447e-05,0.00044013,-9.5531e-05,-0.0036048
-8.2415e-05,-0.002342,7.7388e-05,0.00044239,-9.5459e-05,-0.0036195
